Scenario #1:
23 386
23 431
23 432
23 438
23 545
23 559
23 576
23 581
23 582
23 602
23 611
23 613
23 617
23 641
23 666
23 672
23 684
23 702
23 715
23 743
23 799
23 820
23 840
23 843
24 32
24 45
24 47
24 67
24 80
24 81
24 135
24 142
24 186
24 192
24 199
24 203
24 206
24 217
24 227
24 235
24 256
24 280
24 304
24 319
24 372
24 389
24 402
24 404
24 422
24 424
24 450
24 474
24 491
24 520
24 560
24 590
24 603
24 634
24 649
24 660
24 703
24 723
24 740
24 749
24 762
24 775
24 780
24 793
24 805
24 814
24 874
24 908
24 920
25 5
25 58
25 143
25 146
25 163
25 166
25 185
25 226
25 243
25 260
25 268
25 300
25 305
25 315
25 348
25 412
25 443
25 454
25 458
25 484
25 497
25 515
25 574
25 580
25 593
25 653
25 654
25 658
25 671
25 692
25 731
25 754
25 766
25 770
25 772
26 18
26 42
26 160
26 170
26 174
26 221
26 271
26 274
26 287
26 318
26 374
26 388
26 397
26 406
26 427
26 433
26 445
26 477
26 516
26 524
26 531
26 548
26 562
26 567
26 578
26 597
26 604
26 632
26 675
26 721
26 724
26 790
26 883
26 924
26 930
27 21
27 27
27 39
27 51
27 54
27 103
27 109
27 133
27 180
27 209
27 244
27 275
27 362
27 398
27 549
27 555
27 607
27 647
27 706
27 718
27 727
27 884
27 906
28 56
28 84
28 122
28 136
28 301
28 339
28 379
28 419
28 561
28 717
28 748
28 836
28 869
29 64
29 195
29 266
29 353
29 638
Scenario #238:
1 111
1 113
1 122
2 117
2 132
3 19
3 31
4 17
4 74
5 10
5 61
5 64
5 119
5 130
6 43
6 79
6 129
7 47
7 71
7 92
8 2
8 26
8 73
8 83
8 128
8 131
9 4
9 20
9 38
9 110
9 124
10 1
10 23
10 32
10 85
10 86
11 21
11 27
11 37
11 45
11 81
11 96
12 7
12 24
12 58
12 62
12 80
12 102
12 115
13 5
13 54
13 99
13 116
13 121
14 3
14 14
14 22
14 30
14 90
14 106
14 133
15 0
15 11
15 16
15 41
15 42
15 44
15 68
15 98
15 100
15 118
16 33
16 82
16 88
16 97
16 105
16 114
16 127
17 29
17 63
17 77
17 84
17 91
17 94
17 104
18 55
18 59
18 109
19 36
19 69
19 89
19 93
19 103
20 13
20 25
20 51
20 52
20 53
20 65
20 66
20 107
20 123
21 6
21 8
21 12
21 15
21 28
21 34
21 39
21 49
21 67
21 78
21 108
21 112
21 120
21 125
21 126
22 9
22 35
22 46
22 57
22 60
22 70
22 72
22 75
22 76
22 101
23 18
23 40
23 48
23 87
23 95
24 56
25 50
Scenario #239:
1 38
1 220
1 269
1 368
1 504
1 553
1 787
2 12
2 33
2 37
2 50
2 81
2 392
2 429
2 487
2 532
2 595
2 635
2 637
2 641
2 735
2 777
2 811
2 828
3 52
3 64
3 74
3 132
3 152
3 195
3 320
3 380
3 463
3 473
3 496
3 520
3 533
3 543
3 557
3 571
3 608
3 629
3 649
3 748
3 754
3 755
3 797
3 874
4 2
4 65
4 113
4 146
4 179
4 181
4 207
4 252
4 310
4 311
4 346
4 502
4 582
4 619
4 628
4 632
4 633
4 651
4 708
4 750
4 753
4 764
4 770
5 14
5 23
5 192
5 205
5 208
5 228
5 245
5 267
5 331
5 390
5 427
5 434
5 435
5 437
5 514
5 576
5 586
5 623
5 643
5 661
5 671
5 717
6 40
6 85
6 93
6 97
6 119
6 122
6 219
6 253
6 257
6 273
6 322
6 375
6 381
6 383
6 447
6 457
6 503
6 540
6 603
6 615
6 620
6 706
6 713
6 730
6 733
6 774
6 802
6 806
6 833
6 861
7 32
7 58
7 83
7 115
7 187
7 210
7 218
7 226
7 237
7 278
7 306
7 338
7 354
7 373
7 441
7 508
7 528
7 544
7 564
7 585
7 599
7 634
7 645
7 647
7 689
7 702
7 727
7 751
7 775
7 791
7 869
7 870
8 121
8 123
8 135
8 173
8 244
8 248
8 300
8 302
8 305
8 324
8 385
8 430
8 433
8 449
8 458
8 468
8 534
8 552
8 569
8 611
8 618
8 654
8 715
8 769
8 776
8 785
8 789
9 76
9 116
9 128
9 129
9 130
9 151
9 166
9 170
9 183
9 189
9 232
9 249
9 304
9 355
9 364
9 365
9 405
9 462
9 481
9 497
9 519
9 604
9 612
9 616
9 655
9 659
9 677
9 761
9 799
9 839
9 858
10 20
10 27
10 29
10 51
10 53
10 99
10 104
10 112
10 117
10 131
10 149
10 270
10 282
10 326
10 330
10 332
10 432
10 466
10 490
10 501
10 535
10 536
10 588
10 613
10 621
10 653
10 664
10 705
10 723
10 738
10 817
10 873
11 9
11 15
11 18
11 31
11 56
11 95
11 168
11 242
11 348
11 388
11 406
11 425
11 498
11 505
11 525
11 546
11 605
11 607
11 658
11 672
11 678
11 728
11 756
11 800
11 809
11 819
12 13
12 28
12 34
12 67
12 109
12 196
12 240
12 259
12 286
12 319
12 363
12 415
12 431
12 539
12 590
12 602
12 614
12 626
12 680
12 701
12 731
12 747
12 749
12 765
12 796
12 825
12 838
12 852
12 857
13 3
13 25
13 35
13 46
13 79
13 102
13 127
13 155
13 162
13 221
13 247
13 281
13 334
13 343
13 350
13 353
13 400
13 409
13 423
13 428
13 448
13 489
13 495
13 509
13 515
13 587
13 591
13 598
13 685
13 710
13 725
13 729
13 793
13 804
13 812
13 813
13 862
14 6
14 49
14 71
14 73
14 136
14 137
14 150
14 158
14 167
14 180
14 182
14 234
14 271
14 272
14 289
14 293
14 376
14 389
14 436
14 451
14 456
14 459
14 488
14 499
14 518
14 542
14 563
14 570
14 572
14 644
14 696
14 767
14 784
14 788
14 835
14 836
15 22
15 30
15 60
15 84
15 103
15 154
15 161
15 203
15 213
15 277
15 280
15 284
15 285
15 315
15 333
15 342
15 349
15 351
15 360
15 369
15 382
15 419
15 442
15 461
15 474
15 476
15 545
15 682
15 704
15 739
15 758
15 781
15 810
15 815
15 855
16 1
16 5
16 48
16 55
16 86
16 90
16 96
16 106
16 141
16 156
16 172
16 194
16 209
16 212
16 227
16 230
16 238
16 239
16 260
16 295
16 296
16 298
16 303
16 340
16 352
16 374
16 377
16 386
16 403
16 413
16 470
16 478
16 500
16 523
16 625
16 666
16 668
16 674
16 683
16 694
16 699
16 722
16 732
16 746
16 752
16 766
16 795
16 801
16 829
16 867
16 868
17 11
17 62
17 66
17 77
17 80
17 89
17 91
17 134
17 139
17 163
17 191
17 199
17 215
17 217
17 229
17 265
17 325
17 335
17 337
17 339
17 414
17 452
17 469
17 493
17 555
17 559
17 561
17 562
17 581
17 583
17 589
17 601
17 624
17 650
17 662
17 669
17 670
17 673
17 676
17 679
17 703
17 707
17 726
17 734
17 736
17 744
17 745
17 759
17 760
17 786
17 790
17 824
17 834
17 837
17 840
17 845
17 851
17 853
17 872
18 41
18 57
18 59
18 63
18 72
18 82
18 87
18 88
18 92
18 118
18 142
18 143
18 171
18 177
18 185
18 200
18 204
18 214
18 222
18 236
18 268
18 287
18 291
18 299
18 357
18 371
18 398
18 422
18 472
18 477
18 482
18 491
18 512
18 524
18 531
18 549
18 551
18 556
18 565
18 566
18 592
18 609
18 640
18 642
18 648
18 693
18 780
18 830
18 848
18 864
19 43
19 98
19 105
19 138
19 140
19 193
19 197
19 201
19 211
19 250
19 251
19 274
19 276
19 283
19 329
19 359
19 378
19 401
19 408
19 418
19 439
19 453
19 492
19 507
19 538
19 554
19 567
19 573
19 577
19 578
19 630
19 687
19 690
19 691
19 697
19 712
19 714
19 719
19 724
19 741
19 743
19 762
19 783
19 843
19 849
19 856
19 865
20 26
20 36
20 47
20 78
20 125
20 148
20 169
20 174
20 188
20 198
20 241
20 262
20 292
20 317
20 367
20 391
20 394
20 402
20 426
20 494
20 511
20 537
20 558
20 594
20 597
20 600
20 606
20 638
20 656
20 660
20 675
20 720
20 763
20 768
20 771
20 779
20 823
20 850
20 854
20 863
21 7
21 10
21 39
21 42
21 54
21 157
21 186
21 206
21 231
21 233
21 246
21 264
21 275
21 297
21 347
21 358
21 372
21 387
21 397
21 404
21 424
21 440
21 454
21 506
21 530
21 548
21 550
21 596
21 610
21 665
21 667
21 700
21 721
21 773
21 794
21 798
21 807
21 814
21 820
22 0
22 4
22 16
22 44
22 61
22 101
22 108
22 120
22 224
22 266
22 290
22 301
22 312
22 318
22 323
22 370
22 393
22 399
22 410
22 411
22 445
22 446
22 450
22 465
22 467
22 475
22 485
22 517
22 526
22 568
22 579
22 627
22 636
22 646
22 684
22 698
22 711
22 716
22 737
22 792
22 805
22 841
22 846
22 859
23 8
23 19
23 68
23 69
23 70
23 110
23 111
23 126
23 144
23 145
23 176
23 178
23 190
23 223
23 225
23 254
23 258
23 279
23 307
23 314
23 316
23 327
23 344
23 361
23 366
23 384
23 396
23 407
23 416
23 420
23 443
23 455
23 460
23 464
23 516
23 522
23 529
23 541
23 560
23 584
23 686
23 695
23 709
23 718
23 816
23 826
23 860
24 17
24 100
24 114
24 124
24 159
24 160
24 164
24 165
24 175
24 184
24 202
24 216
24 261
24 308
24 321
24 341
24 356
24 395
24 417
24 444
24 479
24 510
24 527
24 547
24 574
24 580
24 617
24 631
24 639
24 657
24 663
24 740
24 742
24 757
24 772
24 803
24 808
24 831
24 832
24 871
24 876
24 877
25 45
25 94
25 107
25 133
25 147
25 235
25 255
25 263
25 294
25 309
25 313
25 328
25 345
25 379
25 421
25 438
25 471
25 480
25 484
25 513
25 521
25 593
25 652
25 681
25 778
25 782
25 821
25 822
25 827
25 842
25 847
26 21
26 75
26 153
26 243
26 256
26 336
26 412
26 486
26 575
26 622
26 688
26 692
26 818
26 844
26 866
26 875
27 24
27 288
27 362
27 483
Scenario #240:
1 117
1 204
1 332
2 289
2 345
2 350
2 397
2 422
3 152
3 216
3 223
3 243
3 286
3 320
3 379
4 36
4 48
4 72
4 74
4 79
4 208
4 233
4 248
4 359
4 361
4 366
5 16
5 17
5 27
5 29
5 57
5 95
5 131
5 213
5 274
5 294
5 310
5 346
5 357
5 409
6 4
6 38
6 53
6 69
6 77
6 93
6 169
6 191
6 201
6 209
6 284
6 293
6 349
7 11
7 111
7 150
7 220
7 237
7 321
7 341
7 342
7 372
7 407
7 433
7 436
8 28
8 35
8 52
8 59
8 97
8 103
8 129
8 217
8 232
8 276
8 288
8 328
8 331
8 340
8 362
8 386
8 413
8 427
9 56
9 81
9 85
9 106
9 113
9 137
9 160
9 172
9 180
9 184
9 197
9 236
9 238
9 292
9 315
9 348
9 378
9 393
10 33
10 40
10 47
10 90
10 101
10 210
10 222
10 227
10 296
10 308
10 309
10 322
10 326
10 330
10 337
10 343
10 352
10 354
10 370
10 373
10 381
10 389
10 412
10 424
11 14
11 30
11 87
11 94
11 126
11 134
11 135
11 151
11 183
11 185
11 212
11 219
11 271
11 280
11 287
11 295
11 299
11 306
11 351
11 353
11 371
11 394
11 415
11 418
11 429
12 12
12 22
12 32
12 44
12 60
12 65
12 70
12 108
12 123
12 130
12 146
12 155
12 163
12 195
12 218
12 221
12 235
12 246
12 261
12 268
12 272
12 358
12 360
12 369
12 383
12 395
12 423
13 10
13 23
13 39
13 41
13 49
13 50
13 55
13 110
13 125
13 178
13 211
13 252
13 253
13 262
13 264
13 301
13 302
13 314
13 319
13 399
14 7
14 71
14 75
14 78
14 83
14 116
14 144
14 145
14 174
14 177
14 182
14 240
14 281
14 285
14 298
14 376
14 392
14 406
14 425
14 426
15 21
15 42
15 66
15 67
15 84
15 128
15 187
15 194
15 199
15 234
15 305
15 323
15 347
15 390
16 51
16 62
16 82
16 96
16 153
16 156
16 179
16 198
16 215
16 259
16 267
16 408
16 438
17 63
17 114
17 119
17 148
17 166
17 173
17 175
17 244
17 282
17 291
17 300
17 303
17 367
17 368
17 405
17 410
17 411
17 417
17 419
18 13
18 46
18 91
18 105
18 133
18 140
18 167
18 168
18 207
18 214
18 229
18 255
18 277
18 278
18 316
18 318
18 334
18 377
18 382
18 398
18 416
19 0
19 3
19 24
19 98
19 109
19 115
19 157
19 164
19 202
19 203
19 242
19 245
19 249
19 251
19 260
19 270
19 304
19 338
19 401
19 431
20 2
20 20
20 25
20 31
20 37
20 45
20 99
20 138
20 141
20 158
20 159
20 170
20 171
20 196
20 263
20 266
20 269
20 275
20 283
20 317
20 333
20 336
20 339
20 356
20 375
20 404
21 1
21 5
21 6
21 15
21 54
21 64
21 68
21 73
21 80
21 100
21 104
21 120
21 127
21 147
21 149
21 154
21 162
21 190
21 226
21 228
21 247
21 250
21 279
21 307
21 313
21 325
21 364
21 365
21 374
21 384
21 385
21 391
21 400
21 421
21 428
21 430
21 434
22 8
22 9
22 18
22 19
22 34
22 88
22 89
22 102
22 107
22 112
22 121
22 122
22 124
22 139
22 161
22 165
22 186
22 188
22 189
22 205
22 206
22 225
22 256
22 265
22 273
22 327
22 344
22 363
22 380
22 388
22 402
22 403
22 432
22 437
23 26
23 43
23 61
23 76
23 86
23 92
23 118
23 136
23 143
23 176
23 193
23 200
23 257
23 258
23 290
23 297
23 324
23 355
23 387
23 396
24 142
24 181
24 192
24 224
24 230
24 239
24 241
24 254
24 312
24 414
25 231
25 329
25 335
25 435
26 132
26 420
27 58
28 311
Scenario #241:
1 142
1 254
2 283
2 326
2 406
2 505
2 537
2 678
3 64
3 94
3 181
3 217
3 238
3 322
3 477
3 545
3 555
3 638
3 697
3 750
4 160
4 185
4 292
4 369
4 399
4 449
4 465
4 468
4 508
4 523
4 597
4 637
4 642
4 676
4 693
4 740
4 772
5 4
5 136
5 184
5 277
5 302
5 304
5 312
5 324
5 351
5 672
5 716
5 818
6 2
6 28
6 128
6 210
6 213
6 259
6 345
6 350
6 363
6 530
6 542
6 586
6 592
6 613
6 622
6 658
6 752
6 770
6 796
7 7
7 32
7 55
7 132
7 151
7 226
7 255
7 300
7 376
7 380
7 386
7 445
7 464
7 475
7 538
7 585
7 589
7 644
7 653
7 655
7 668
7 819
8 37
8 122
8 187
8 191
8 211
8 237
8 250
8 274
8 276
8 305
8 486
8 495
8 517
8 540
8 577
8 694
8 768
8 790
8 792
8 810
8 836
9 34
9 100
9 109
9 176
9 235
9 260
9 325
9 359
9 372
9 407
9 424
9 430
9 433
9 446
9 472
9 568
9 639
9 776
9 780
10 134
10 195
10 206
10 262
10 294
10 319
10 338
10 355
10 404
10 425
10 487
10 531
10 549
10 578
10 583
10 628
10 659
10 663
10 815
10 816
11 62
11 179
11 207
11 234
11 253
11 337
11 411
11 417
11 444
11 459
11 461
11 482
11 491
11 535
11 557
11 595
11 598
11 660
11 696
11 789
12 36
12 48
12 85
12 150
12 162
12 270
12 314
12 327
12 342
12 352
12 401
12 418
12 527
12 529
12 751
12 777
12 798
12 805
12 841
13 5
13 10
13 19
13 20
13 23
13 50
13 153
13 216
13 251
13 263
13 316
13 339
13 358
13 366
13 367
13 370
13 388
13 423
13 484
13 497
13 526
13 541
13 553
13 558
13 570
13 620
13 629
13 682
13 689
13 699
13 767
13 803
13 822
14 65
14 88
14 105
14 146
14 152
14 155
14 172
14 177
14 180
14 193
14 205
14 290
14 298
14 310
14 368
14 432
14 438
14 456
14 488
14 499
14 513
14 518
14 522
14 528
14 543
14 566
14 610
14 611
14 657
14 680
14 712
14 733
15 56
15 70
15 71
15 87
15 110
15 129
15 196
15 204
15 222
15 230
15 247
15 252
15 257
15 272
15 282
15 286
15 287
15 293
15 317
15 379
15 427
15 498
15 509
15 511
15 576
15 624
15 631
15 641
15 661
15 669
15 706
15 710
15 711
15 730
15 748
15 801
15 821
16 79
16 81
16 118
16 124
16 125
16 143
16 166
16 190
16 208
16 227
16 228
16 240
16 243
16 275
16 278
16 356
16 410
16 421
16 494
16 520
16 521
16 536
16 593
16 596
16 618
16 698
16 701
16 702
16 715
16 724
16 729
16 736
16 739
16 746
16 766
16 779
16 785
16 800
16 804
17 3
17 18
17 27
17 60
17 69
17 83
17 101
17 111
17 127
17 133
17 135
17 140
17 171
17 220
17 279
17 288
17 296
17 313
17 334
17 371
17 373
17 385
17 395
17 434
17 469
17 474
17 478
17 489
17 500
17 516
17 532
17 554
17 560
17 571
17 608
17 635
17 643
17 686
17 720
17 737
17 763
17 771
17 773
17 782
17 786
17 820
18 1
18 9
18 24
18 35
18 49
18 58
18 63
18 76
18 107
18 108
18 123
18 149
18 170
18 175
18 189
18 200
18 201
18 202
18 231
18 271
18 332
18 336
18 426
18 450
18 457
18 481
18 546
18 559
18 582
18 590
18 603
18 615
18 617
18 652
18 690
18 719
18 738
18 756
19 26
19 29
19 38
19 52
19 54
19 97
19 106
19 115
19 138
19 154
19 158
19 163
19 186
19 203
19 236
19 248
19 308
19 349
19 364
19 415
19 454
19 480
19 493
19 524
19 574
19 604
19 633
19 665
19 673
19 705
19 707
19 774
19 781
19 794
19 808
19 823
19 825
19 828
19 835
20 14
20 22
20 25
20 30
20 53
20 93
20 116
20 126
20 130
20 167
20 169
20 232
20 264
20 291
20 344
20 360
20 374
20 382
20 463
20 483
20 492
20 501
20 506
20 514
20 539
20 544
20 623
20 627
20 636
20 667
20 671
20 685
20 704
20 718
20 722
20 725
20 726
20 741
20 745
20 747
20 783
20 834
21 6
21 11
21 13
21 21
21 43
21 96
21 102
21 112
21 113
21 161
21 164
21 194
21 197
21 209
21 223
21 225
21 256
21 258
21 267
21 280
21 284
21 328
21 348
21 357
21 377
21 398
21 400
21 402
21 408
21 428
21 439
21 441
21 476
21 525
21 551
21 561
21 563
21 565
21 588
21 591
21 630
21 679
21 681
21 731
21 742
21 744
21 759
21 775
21 784
21 797
21 799
21 813
22 12
22 44
22 47
22 59
22 80
22 89
22 114
22 117
22 147
22 156
22 173
22 174
22 178
22 182
22 188
22 199
22 224
22 241
22 266
22 269
22 301
22 303
22 309
22 335
22 341
22 353
22 354
22 384
22 387
22 389
22 394
22 416
22 422
22 431
22 443
22 448
22 451
22 458
22 467
22 547
22 548
22 572
22 573
22 580
22 594
22 599
22 612
22 616
22 651
22 691
22 692
22 700
22 721
22 727
22 735
22 743
22 793
22 795
22 811
22 829
23 15
23 45
23 46
23 68
23 72
23 78
23 82
23 84
23 92
23 103
23 104
23 131
23 144
23 148
23 183
23 192
23 218
23 219
23 229
23 239
23 246
23 281
23 297
23 315
23 318
23 320
23 329
23 330
23 346
23 362
23 383
23 435
23 442
23 471
23 485
23 504
23 534
23 556
23 605
23 609
23 621
23 634
23 647
23 650
23 675
23 684
23 695
23 708
23 714
23 749
23 761
23 791
23 806
23 807
23 839
24 67
24 74
24 77
24 119
24 120
24 121
24 137
24 139
24 165
24 198
24 214
24 221
24 295
24 299
24 347
24 392
24 396
24 419
24 429
24 436
24 437
24 479
24 496
24 503
24 510
24 515
24 533
24 550
24 567
24 575
24 601
24 607
24 625
24 645
24 664
24 734
24 765
24 778
24 830
24 831
24 837
25 0
25 16
25 41
25 42
25 86
25 91
25 98
25 157
25 159
25 168
25 215
25 261
25 285
25 343
25 391
25 393
25 462
25 470
25 502
25 507
25 564
25 581
25 640
25 648
25 666
25 674
25 709
25 728
25 753
25 760
25 769
25 787
25 812
25 832
25 838
26 40
26 51
26 61
26 66
26 75
26 90
26 242
26 273
26 306
26 307
26 311
26 321
26 331
26 361
26 378
26 381
26 405
26 412
26 413
26 420
26 452
26 562
26 569
26 584
26 587
26 600
26 606
26 626
26 646
26 654
26 670
26 687
26 703
26 732
26 755
26 762
26 826
26 833
26 840
27 17
27 39
27 95
27 145
27 212
27 245
27 340
27 365
27 375
27 390
27 397
27 403
27 440
27 447
27 614
27 656
27 683
27 688
27 713
27 717
27 758
27 788
27 802
27 809
27 817
28 8
28 33
28 57
28 99
28 141
28 233
28 244
28 265
28 268
28 333
28 409
28 414
28 453
28 519
28 579
28 602
28 619
28 649
28 754
28 757
28 764
29 31
29 73
29 249
29 323
29 455
29 460
29 466
29 473
29 512
29 552
29 662
29 677
29 824
29 827
30 289
30 632
30 723
30 814
31 490
Scenario #242:
1 58
1 81
1 176
2 12
2 86
2 121
2 161
2 181
2 225
3 78
3 82
3 96
3 103
3 104
3 222
4 100
4 116
4 146
4 233
5 4
5 57
5 124
5 171
6 21
6 119
6 204
7 24
7 30
7 120
7 152
7 164
8 8
8 74
8 89
8 133
8 137
8 156
9 1
9 46
9 90
9 155
9 166
9 172
9 180
9 195
10 15
10 60
10 73
10 157
10 160
10 170
10 177
10 218
10 224
11 7
11 13
11 18
11 26
11 27
11 39
11 42
11 47
11 99
11 150
11 198
11 213
12 16
12 25
12 48
12 49
12 54
12 69
12 71
12 165
12 216
12 221
13 0
13 3
13 31
13 97
13 123
13 144
13 162
13 169
13 191
13 209
13 214
14 43
14 55
14 65
14 76
14 92
14 109
14 132
14 139
14 154
14 159
14 183
14 200
14 201
14 217
14 227
15 5
15 41
15 51
15 70
15 72
15 88
15 131
15 138
15 188
15 189
15 232
16 14
16 32
16 40
16 62
16 85
16 108
16 158
16 186
17 11
17 66
17 68
17 87
17 95
17 102
17 107
17 118
17 134
17 143
17 153
17 173
17 197
17 212
17 229
18 20
18 29
18 44
18 56
18 63
18 75
18 79
18 80
18 94
18 126
18 127
18 135
18 147
18 178
18 179
18 184
18 185
18 193
18 230
19 10
19 23
19 45
19 53
19 59
19 93
19 98
19 111
19 114
19 115
19 117
19 122
19 125
19 129
19 130
19 136
19 149
19 163
19 167
19 194
19 202
19 210
19 219
19 223
19 226
19 231
20 17
20 34
20 37
20 61
20 64
20 77
20 83
20 106
20 113
20 140
20 199
20 205
20 206
20 208
20 220
21 6
21 35
21 36
21 84
21 101
21 110
21 112
21 141
21 148
21 182
21 228
22 2
22 9
22 22
22 50
22 67
22 128
22 142
22 151
22 174
22 175
22 203
22 207
22 211
23 28
23 33
23 38
23 91
23 145
23 168
23 187
23 192
23 196
23 215
24 19
24 105
24 190
25 52
Scenario #243:
1 69
1 121
2 132
2 140
3 15
3 17
3 90
3 100
4 8
4 20
4 160
5 14
5 159
5 179
6 27
6 82
7 77
7 97
7 154
7 191
8 1
8 137
8 143
9 35
9 61
9 181
9 201
10 24
10 55
10 80
10 151
10 169
10 199
11 34
11 42
11 52
11 75
11 134
11 182
11 183
11 208
12 0
12 37
12 38
12 63
12 65
12 86
12 176
12 190
12 197
13 11
13 60
13 66
13 85
13 87
13 101
13 148
13 202
13 207
14 7
14 13
14 18
14 74
14 76
14 106
14 138
14 142
14 152
15 10
15 26
15 43
15 89
15 98
15 105
15 162
15 204
16 28
16 44
16 49
16 93
16 123
16 133
16 163
16 174
16 211
17 4
17 9
17 53
17 72
17 84
17 102
17 112
17 155
17 158
17 168
17 188
17 200
17 210
18 33
18 48
18 54
18 64
18 71
18 83
18 107
18 115
18 125
18 139
18 161
18 171
18 173
19 3
19 19
19 31
19 36
19 59
19 91
19 111
19 113
19 114
19 120
19 149
19 150
19 166
19 184
19 196
19 206
19 209
20 16
20 45
20 50
20 73
20 79
20 94
20 95
20 96
20 99
20 124
20 136
20 146
20 165
20 170
20 180
20 193
20 194
20 198
21 2
21 5
21 6
21 23
21 32
21 40
21 56
21 68
21 103
21 109
21 110
21 117
21 118
21 122
21 129
21 145
21 164
21 172
21 175
21 178
21 187
22 12
22 25
22 41
22 46
22 47
22 78
22 88
22 104
22 108
22 131
22 147
22 156
22 167
22 177
22 195
23 21
23 22
23 62
23 70
23 81
23 92
23 116
23 119
23 130
23 144
23 153
23 185
23 189
24 29
24 51
24 58
24 67
24 126
24 128
24 135
24 141
25 57
25 127
25 192
25 203
26 30
26 39
26 157
26 205
27 186
Scenario #244:
1 175
1 213
1 219
1 259
1 351
1 365
1 479
2 60
2 209
2 232
2 238
2 366
2 663
2 697
2 717
2 755
2 795
2 806
3 9
3 35
3 187
3 296
3 337
3 371
3 409
3 411
3 482
3 591
3 652
3 686
3 768
3 814
4 66
4 74
4 133
4 162
4 195
4 272
4 279
4 291
4 326
4 484
4 512
4 542
4 602
4 678
4 757
4 778
4 800
5 94
5 126
5 160
5 267
5 275
5 485
5 524
5 548
5 555
5 588
5 594
5 598
5 620
5 644
5 689
5 691
5 738
5 766
5 777
5 780
5 787
6 47
6 64
6 96
6 157
6 178
6 197
6 271
6 310
6 355
6 377
6 410
6 414
6 425
6 448
6 463
6 501
6 528
6 549
6 568
6 572
6 610
6 629
6 631
6 645
6 656
6 674
6 720
6 733
6 761
6 788
7 75
7 114
7 116
7 130
7 136
7 184
7 201
7 205
7 214
7 235
7 242
7 253
7 319
7 324
7 364
7 373
7 378
7 391
7 393
7 426
7 431
7 457
7 486
7 493
7 495
7 514
7 556
7 609
7 661
7 740
7 749
7 754
7 774
7 821
8 5
8 10
8 15
8 18
8 22
8 90
8 146
8 200
8 212
8 315
8 323
8 339
8 340
8 343
8 362
8 368
8 376
8 421
8 438
8 441
8 447
8 458
8 498
8 506
8 543
8 574
8 611
8 647
8 654
8 723
8 747
8 756
8 762
8 796
8 797
8 802
9 26
9 38
9 84
9 85
9 110
9 144
9 150
9 180
9 222
9 229
9 241
9 274
9 311
9 322
9 331
9 344
9 348
9 363
9 397
9 535
9 622
9 642
9 688
9 711
9 716
9 727
9 812
9 816
10 0
10 19
10 37
10 48
10 78
10 81
10 154
10 185
10 234
10 277
10 380
10 455
10 483
10 500
10 532
10 660
10 676
10 703
10 706
10 708
10 791
11 72
11 151
11 303
11 308
11 332
11 347
11 382
11 604
11 628
11 641
11 665
11 677
11 690
11 695
11 696
11 767
11 769
11 815
12 86
12 87
12 121
12 132
12 198
12 210
12 211
12 254
12 423
12 462
12 471
12 491
12 538
12 576
12 584
12 630
12 683
12 719
13 31
13 57
13 79
13 98
13 170
13 215
13 240
13 243
13 268
13 298
13 306
13 312
13 313
13 341
13 443
13 472
13 519
13 553
13 585
13 612
13 648
13 730
13 744
13 776
13 809
14 1
14 4
14 27
14 39
14 55
14 59
14 89
14 191
14 202
14 217
14 230
14 233
14 270
14 273
14 283
14 294
14 338
14 375
14 408
14 420
14 427
14 433
14 434
14 435
14 475
14 480
14 489
14 521
14 536
14 540
14 554
14 593
14 596
14 605
14 616
14 638
14 681
14 685
14 721
14 820
15 20
15 21
15 30
15 34
15 41
15 42
15 45
15 69
15 83
15 88
15 91
15 99
15 120
15 127
15 190
15 223
15 228
15 287
15 304
15 336
15 342
15 346
15 367
15 369
15 392
15 394
15 400
15 424
15 437
15 440
15 497
15 516
15 544
15 546
15 570
15 587
15 590
15 595
15 599
15 607
15 619
15 673
15 682
15 702
15 728
15 759
15 765
15 773
15 784
15 811
16 7
16 8
16 33
16 40
16 61
16 73
16 92
16 100
16 108
16 112
16 123
16 161
16 172
16 176
16 224
16 237
16 280
16 282
16 286
16 309
16 321
16 353
16 381
16 387
16 399
16 405
16 415
16 416
16 428
16 464
16 481
16 507
16 513
16 515
